שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2021,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
הילה,1208,HILLA,2,הצפון,24,עכו,243,52,מועצה אזורית מעלה יוסף,,1,562,560,543,2,1980,370,19,2231777125,490,255,10004484,2021,Hilla,212
המעפיל,377,HAMA'PIL,4,המרכז,41,השרון,412,16,מועצה אזורית עמק חפר,141,1,870,870,865,0,1945,330,15,1985969829,33,409,15000060,2021,HaMa'pil,
המרכז למחקר-נחל שורק,1751,,4,המרכז,44,רחובות,442,,חסר מעמד מוניציפלי,143,,,,,,,520,,1718164583,21,,15002488,2021,,
הסוללים,677,HASOLELIM,2,הצפון,23,יזרעאל,237,9,מועצה אזורית עמק יזרעאל,242,1,989,986,963,3,1949,330,6,2225673956,171,254,10004426,2021,HaSolelim,213
העוגן,423,HAOGEN,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,952,952,922,0,1947,330,15,1930669651,15,409,15000060,2021,HaOgen,
"הערבה מ""א 51",1944,,6,הדרום,62,באר שבע,625,51,מועצה אזורית תמר,,,,,,,,530,,,,,,2021,,
"הערבה מ""א 53",1945,,6,הדרום,62,באר שבע,625,53,מועצה אזורית חבל אילות,,,,,,,,530,,2062043180,,,,2021,,
"הערבה מ""א 54",1946,,6,הדרום,62,באר שבע,625,54,מועצה אזורית הערבה התיכונה,,,,,,,,530,,2159050670,,,,2021,,610
הר אדר,3769,HAR ADAR,7,אזור יהודה ושומרון,74,ראמאללה,,99,מועצה מקומית,445,1,4107,4100,3986,7,1986,190,,2123263711,826,720,10002475,2021,Har Adar,710
"הר אלכסנדר מ""א 14",1869,,3,חיפה,32,חדרה,323,14,מועצה אזורית מנשה,,,,,,,,530,,2050071490,,,,2021,,
"הר אלכסנדר מ""א 45",1868,,3,חיפה,32,חדרה,323,45,מועצה אזורית אלונה,,,,,,,,530,,2009071920,,,,2021,,
"הר אלכסנדר של""ש",1870,,3,חיפה,32,חדרה,323,,חסר מעמד מוניציפלי,,,,,,,,530,,2105071460,,,,2021,,
הר גילה,3603,HAR GILLO,7,אזור יהודה ושומרון,76,בית לחם,,76,מועצה אזורית גוש עציון,445,1,1647,1627,1588,20,1972,370,19,2163962544,889,714,10002521,2021,Har Gillo,
"הר הנגב הדרומי מ""א 48",1953,,6,הדרום,62,באר שבע,627,48,מועצה אזורית רמת נגב,,,,,,,,530,,1851048010,,,,2021,,610
"הר הנגב הדרומי מ""א 53",1951,,6,הדרום,62,באר שבע,627,53,מועצה אזורית חבל אילות,,,,,,,,530,,1883044330,,,,2021,,
"הר הנגב הדרומי מ""א 54",1952,,6,הדרום,62,באר שבע,627,54,מועצה אזורית הערבה התיכונה,,,,,,,,530,,2040048240,,,,2021,,610
"הר הנגב הצפוני מ""א 48",1948,,6,הדרום,62,באר שבע,626,48,מועצה אזורית רמת נגב,,,,,,,,530,,1728052230,,,,2021,,610
"הר הנגב הצפוני מ""א 51",1949,,6,הדרום,62,באר שבע,626,51,מועצה אזורית תמר,,,,,,,,530,,2189054410,,,,2021,,
"הר הנגב הצפוני מ""א 53",1947,,6,הדרום,62,באר שבע,626,53,מועצה אזורית חבל אילות,,,,,,,,530,,1658047710,,,,2021,,
"הר הנגב הצפוני מ""א 54",1950,,6,הדרום,62,באר שבע,626,54,מועצה אזורית הערבה התיכונה,,,,,,,,530,,2054052480,,,,2021,,610
הר עמשא,1261,HAR AMASA,6,הדרום,62,באר שבע,623,51,מועצה אזורית תמר,,1,240,235,203,5,1983,330,,2097158352,813,656,10001937,2021,Har Amasa,
הראל,464,HAR'EL,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,444,1,269,269,255,0,1948,330,15,1953163517,199,151,15000597,2021,Har'el,
הרדוף,1249,HARDUF,2,הצפון,23,יזרעאל,237,9,מועצה אזורית עמק יזרעאל,242,1,1117,1113,1060,4,1982,330,15,2165274100,206,254,10004497,2021,Harduf,213
"הרי יהודה מ""א 26",1801,,1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,,,,,,,,530,,2067063030,,,,2021,,
"הרי יהודה של""ש",1802,,1,ירושלים,11,ירושלים,111,,חסר מעמד מוניציפלי,,,,,,,,530,,,,,,2021,,
הרי נצרת-תירען,1823,,2,הצפון,23,יזרעאל,237,,חסר מעמד מוניציפלי,,,,,,,,530,,2351073910,,,,2021,,
"הרי נצרת-תירען מ""א 9",1839,,2,הצפון,23,יזרעאל,237,9,מועצה אזורית עמק יזרעאל,,,,,,,,530,,2227073890,,,,2021,,213
הרצליה,6400,HERZLIYYA,5,תל אביב,51,תל אביב,511,0,עירייה,121,1,103320,103107,98074,213,1924,140,,1845367521,38,504,10001605,2021,Herzliyya,
הררית,1203,HARARIT,2,הצפון,24,עכו,241,56,מועצה אזורית משגב,,1,640,640,620,0,1980,370,7,2346375011,477,205,10004513,2021,Hararit,210
השומרון,1999,,7,אזור יהודה ושומרון,71,ג'נין,,,חסר מעמד מוניציפלי,,,,,,,,530,,2235665137,,,,2021,,
ורד יריחו,3639,WERED YERIHO,7,אזור יהודה ושומרון,75,ירדן-יריחו,,74,מועצה אזורית מגילות ים המלח,,1,364,364,354,0,1980,310,10,2411063710,-157,713,10003314,2021,Wered Yeriho,710
ורדון,1133,WARDON,6,הדרום,61,אשקלון,611,35,מועצה אזורית יואב,,1,264,264,255,0,1968,350,,1793861911,100,632,10001813,2021,Wardon,420
זבארגה (שבט),2742,ZABARGA,6,הדרום,62,באר שבע,623,,חסר מעמד מוניציפלי,,3,,,,,,460,,2032057170,,699,,2021,Az-Zabarika,
זבדיאל,815,ZAVDI'EL,6,הדרום,61,אשקלון,611,34,מועצה אזורית שפיר,,1,616,616,616,0,1950,310,8,1773161858,90,631,10001813,2021,Zavdi'el,
זוהר,44,ZOHAR,6,הדרום,61,אשקלון,612,50,מועצה אזורית לכיש,,1,343,343,340,0,1956,310,10,1708861156,117,634,10001813,2021,Zohar,
זיקים,584,ZIQIM,6,הדרום,61,אשקלון,614,36,מועצה אזורית חוף אשקלון,,1,894,878,836,16,1949,330,15,1546761323,24,633,10001829,2021,Ziqim,620
זיתן,788,ZETAN,4,המרכז,43,רמלה,432,40,מועצה אזורית שדות דן,133,1,1031,1031,1028,0,1950,310,1,1897765366,40,425,10002261,2021,Zetan,
זכרון יעקב,9300,ZIKHRON YA'AQOV,3,חיפה,32,חדרה,322,99,מועצה מקומית,,1,23858,23798,22891,60,1882,160,,1958171960,78,353,10004333,2021,Zikhron Ya'aqov,
זכריה,799,ZEKHARYA,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,,1,1145,1141,1112,4,1950,310,1,1948662416,266,151,15000597,2021,Zekharya,
זמר,1290,ZEMER,4,המרכז,41,השרון,412,99,מועצה מקומית,141,2,7360,7,1,7353,,280,,2035069681,86,458,10002155,2021,Zemer,
זמרת,1065,ZIMRAT,6,הדרום,62,באר שבע,621,39,מועצה אזורית שדות נגב,,1,684,683,682,1,1957,310,2,1574959529,122,651,10001930,2021,Zimrat,620
זנוח,816,ZANOAH,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,444,1,539,524,515,15,1950,310,8,2000062667,291,151,15000597,2021,Zanoah,
זרועה,2064,ZERU'A,6,הדרום,62,באר שבע,621,39,מועצה אזורית שדות נגב,,1,503,502,500,1,1953,310,2,1642959642,134,651,10001930,2021,Zeru'a,620
זרזיר,975,ZARZIR,2,הצפון,23,יזרעאל,237,99,מועצה מקומית,242,2,8412,22,13,8390,,280,,2211273670,183,254,10004411,2021,Zarzir,213
זרחיה,818,ZERAHYA,6,הדרום,61,אשקלון,611,34,מועצה אזורית שפיר,,1,755,755,755,0,1950,310,2,1759462110,72,631,10001821,2021,Zerahya,
ח'ואלד,1321,KHAWALED,3,חיפה,31,חיפה,311,12,מועצה אזורית זבולון,222,2,729,0,0,729,,450,,2131074174,65,301,10004207,2021,Khawaled,310
ח'ואלד (שבט),986,KHAWALED,2,הצפון,25,יזרעאל,237,,חסר מעמד מוניציפלי,,3,,,,,,460,,2150174051,,299,10004207,2021,Khawalid / Al-Khawalid,
חבצלת השרון,235,HAVAZZELET HASHARON,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,485,485,470,0,1935,310,10,1872969635,23,409,10002089,2021,Havazzelet HaSharon,
חבר,1110,HEVER,2,הצפון,23,יזרעאל,234,8,מועצה אזורית הגלבוע,,1,800,800,766,0,1958,350,,2250871708,71,204,10004394,2021,Hever,213
חגור,717,HAGOR,4,המרכז,42,פתח תקווה,421,20,מועצה אזורית דרום השרון,142,1,1152,1152,1133,0,1949,310,1,1951767159,35,417,15000658,2021,Hagor,410
חגי,3764,HAGGAY,7,אזור יהודה ושומרון,77,חברון,,78,מועצה אזורית הר חברון,,1,701,701,701,0,1984,370,11,2076160011,853,715,15003512,2021,Haggay,710
חגלה,205,HOGLA,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,868,868,863,0,1933,310,1,1932769927,19,409,15000060,2021,Hogla,
חד-נס,4026,HAD-NES,2,הצפון,29,גולן,293,71,מועצה אזורית גולן,,1,876,876,819,0,1989,370,9,2604175924,-10,219,10004579,2021,Had-Nes,211
חדיד,618,HADID,4,המרכז,43,רמלה,432,25,מועצה אזורית חבל מודיעין,142,1,913,913,908,0,1950,310,2,1936865290,66,424,10002168,2021,Hadid,
חדרה,6500,HADERA,3,חיפה,32,חדרה,324,0,עירייה,,1,100630,99688,92046,942,1890,140,,1925470466,19,302,10004261,2021,Hadera,
חוג'ייראת (ד'הרה) (שבט),948,HUJEIRAT (DAHRA),2,הצפון,24,עכו,241,56,מועצה אזורית משגב,,3,,,,,,460,,2278574887,,299,10004513,2021,Al-Hujayrat (Zahra),
חולדה,160,HULDA,4,המרכז,43,רמלה,432,30,מועצה אזורית גזר,143,1,1169,1169,1157,0,1930,330,15,1889863766,119,426,10002241,2021,Hulda,
חולון,6600,HOLON,5,תל אביב,53,תל אביב,513,0,עירייה,123,1,197464,197132,180098,332,1940,140,,1792565823,34,505,10001430,2021,Holon,
חולית,1239,HOLIT,6,הדרום,62,באר שבע,622,38,מועצה אזורית אשכול,,1,203,202,195,1,1980,330,15,1357357134,76,651,10001893,2021,Holit,620
חולתה,253,HULATA,2,הצפון,21,צפת,211,1,מועצה אזורית הגליל העליון,,1,719,718,701,1,1937,330,15,2573277301,81,253,10004540,2021,Hulata,211
חוסן,662,HOSEN,2,הצפון,24,עכו,243,52,מועצה אזורית מעלה יוסף,,1,1199,1196,1140,3,1949,310,9,2280776697,477,255,10004484,2021,Hosen,212
חוסנייה,1332,HUSSNIYYA,2,הצפון,24,עכו,242,56,מועצה אזורית משגב,,2,823,6,0,817,,450,,2302975616,292,205,10004513,2021,Hussniyya,210
"חוף הכרמל מ""א 15",1864,,3,חיפה,32,חדרה,321,15,מועצה אזורית חוף הכרמל,,,,,,,,530,,1947072760,,,,2021,,
חופית,115,HOFIT,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,824,824,815,0,1955,350,,1883769905,16,409,15000060,2021,Hofit,
חוקוק,374,HUQOQ,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,,1,628,621,586,7,1945,330,15,2466775401,5,214,10004552,2021,Huqoq,214
חורה,1303,HURA,6,הדרום,62,באר שבע,623,99,מועצה מקומית,342,2,23942,29,15,23913,,260,,1938957840,416,652,10001937,2021,Hura,610
חורפיש,496,HURFEISH,2,הצפון,24,עכו,244,99,מועצה מקומית,,2,6581,1,0,6580,,280,,2327376917,677,258,10004484,2021,Hurfeish,212
חורשים,355,HORESHIM,4,המרכז,42,פתח תקווה,421,20,מועצה אזורית דרום השרון,142,1,350,343,332,7,1955,330,15,1974467160,79,417,15000658,2021,Horeshim,410
חזון,1047,HAZON,2,הצפון,21,צפת,214,2,מועצה אזורית מרום הגליל,,1,290,290,290,0,1969,310,2,2372775686,443,209,10004465,2021,Hazon,211
חיבת ציון,219,HIBBAT ZIYYON,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,844,844,838,0,1933,310,7,1919970042,29,409,15000060,2021,Hibbat Ziyyon,
חיננית,3643,HINNANIT,7,אזור יהודה ושומרון,71,ג'נין,,72,מועצה אזורית שומרון,,1,1512,1511,1348,1,1981,370,13,2159770970,396,710,15004488,2021,Hinnanit,710
חיפה,4000,HAIFA,3,חיפה,31,חיפה,311,0,עירייה,210,4,282831,248388,211847,34443,ותיק,130,,2011274544,98,304,10004171,2021,Haifa,
חירות,162,HERUT,4,המרכז,41,השרון,411,18,מועצה אזורית לב השרון,141,1,1260,1254,1247,6,1930,310,1,1921568300,60,412,15000060,2021,Herut,410
חלוץ,1272,HALUZ,2,הצפון,24,עכו,243,56,מועצה אזורית משגב,,1,537,536,522,1,1985,370,13,2295476170,734,205,15002358,2021,Haluz,210
חלץ,820,HELEZ,6,הדרום,61,אשקלון,614,36,מועצה אזורית חוף אשקלון,,1,486,482,478,4,1950,310,1,1676360965,79,633,10001829,2021,Helez,620
"חמ""ד",801,HEMED,4,המרכז,43,רמלה,432,40,מועצה אזורית שדות דן,133,1,1355,1355,1351,0,1950,310,2,1849965847,26,425,10002207,2021,Hemed,
חמאם,993,HAMAM,2,הצפון,22,כנרת,221,65,מועצה אזורית אל-בטוף,,2,1561,2,2,1559,,450,,2461974838,-107,251,10004552,2021,Hamam,214
חמדיה,343,HAMADYA,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,420,417,404,3,1942,330,15,2490971407,-169,202,10004568,2021,Hamadya,214
חמדת,3646,HEMDAT,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,,1,343,343,343,0,1980,370,11,2497768423,148,712,10003299,2021,Hemdat,710
חמרה,3609,HAMRA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,,1,273,273,266,0,1971,310,10,2412967837,-46,712,10003299,2021,Hamra,710
חניאל,807,HANNI'EL,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,903,903,880,0,1950,310,1,1954169328,31,409,15000060,2021,Hanni'el,
חניתה,280,HANITA,2,הצפון,24,עכו,244,4,מועצה אזורית מטה אשר,,1,744,743,712,1,1938,330,15,2166577698,338,201,10004302,2021,Hanita,212
חנתון,1257,HANNATON,2,הצפון,23,יזרעאל,237,9,מועצה אזורית עמק יזרעאל,241,1,1008,1007,991,1,1984,330,15,2232574324,188,254,10004497,2021,Hannaton,213
חספין,4005,HASPIN,2,הצפון,29,גולן,294,71,מועצה אזורית גולן,,1,2071,2071,2069,0,1973,190,,2746775022,419,219,10004579,2021,Haspin,211
חפץ חיים,363,HAFEZ HAYYIM,4,המרכז,44,רחובות,441,31,מועצה אזורית נחל שורק,143,1,586,586,586,0,1944,330,8,1811563304,76,456,15002488,2021,Hafez Hayyim,420
חפצי-בה,90,HEFZI-BAH,2,הצפון,23,יזרעאל,232,8,מועצה אזורית הגלבוע,,1,757,755,732,2,1922,330,15,2400871389,-74,204,10004568,2021,Hefzi-Bah,213
חצב,700,HAZAV,6,הדרום,61,אשקלון,611,33,מועצה אזורית באר טוביה,143,1,1517,1516,1488,1,1949,310,1,1782763212,62,616,10001821,2021,Hazav,420
חצבה,13,HAZEVA,6,הדרום,62,באר שבע,625,54,מועצה אזורית הערבה התיכונה,,1,694,684,646,10,1965,310,1,2266751976,-156,657,10001918,2021,Hazeva,610
חצור-אשדוד,406,HAZOR-ASHDOD,6,הדרום,61,אשקלון,611,33,מועצה אזורית באר טוביה,143,1,673,673,651,0,1937,330,15,1735963120,44,616,10001821,2021,Hazor-Ashdod,420
חצור הגלילית,2034,HAZOR HAGELILIT,2,הצפון,21,צפת,213,99,מועצה מקומית,,1,9763,9717,9488,46,1953,180,,2511776534,431,259,10004540,2021,Hazor HaGelilit,211
חצרים,397,HAZERIM,6,הדרום,62,באר שבע,623,41,מועצה אזורית בני שמעון,344,1,857,857,837,0,1946,330,15,1726857216,240,625,10001900,2021,Hazerim,620
חרב לאת,422,HEREV LE'ET,4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,141,1,933,933,915,0,1947,310,10,1923970091,28,409,15000060,2021,Herev Le'Et,
חרוצים,1024,HARUZIM,4,המרכז,41,השרון,411,19,מועצה אזורית חוף השרון,141,1,907,907,886,0,1951,350,,1874468161,45,401,15000060,2021,Haruzim,
חריש,1247,HARISH,3,חיפה,32,חדרה,323,99,מועצה מקומית,,1,27007,26612,24461,395,1982,160,,2044270746,114,307,10004233,2021,Harish,
"חרמון מ""א 71",1960,,2,הצפון,29,גולן,291,71,מועצה אזורית גולן,,,,,,,,530,,2685079910,,,,2021,,211
חרמש,3717,HERMESH,7,אזור יהודה ושומרון,71,ג'נין,,72,מועצה אזורית שומרון,,1,236,236,216,0,1982,370,9,2114170327,238,710,15004488,2021,Hermesh,710
חרשים,1209,HARASHIM,2,הצפון,24,עכו,243,56,מועצה אזורית משגב,,1,377,377,357,0,1980,370,19,2310076241,815,205,10004465,2021,Harashim,210
חשמונאים,3770,HASHMONA'IM,7,אזור יהודה ושומרון,74,ראמאללה,,73,מועצה אזורית מטה בנימין,,1,2646,2646,2641,0,1985,190,,2023664872,252,711,10004054,2021,Hashmona'im,710
טבריה,6700,TIBERIAS,2,הצפון,22,כנרת,221,0,עירייה,,1,46698,45981,43179,717,ותיק,160,,2493774370,11,207,10004552,2021,Tiberias,214
טובא זנגריה,962,TUBA-ZANGARIYYE,2,הצפון,21,צפת,213,99,מועצה מקומית,,2,7011,8,5,7003,,280,,2556276342,294,259,10004540,2021,Tuba-Zangariyye,211
טורעאן,498,TUR'AN,2,הצפון,25,יזרעאל,237,99,מועצה מקומית,,2,14655,5,3,14650,,270,,2354674243,244,251,15002369,2021,Tur'an,214
טייבה,2730,TAYIBE,4,המרכז,41,השרון,412,0,עירייה,141,2,45387,56,28,45331,,260,,2008068569,64,402,10002155,2021,Tayibe,410
טייבה (בעמק),497,TAYIBE(BAEMEQ),2,הצפון,23,יזרעאל,233,8,מועצה אזורית הגלבוע,,2,1965,5,5,1960,,450,,2420372335,103,204,10004394,2021,Tayibe(Baemeq),213
טירה,2720,TIRE,4,המרכז,41,השרון,412,0,עירייה,141,2,27392,74,27,27318,,260,,1958168225,61,403,10004769,2021,Tire,410
טירת יהודה,663,TIRAT YEHUDA,4,המרכז,42,פתח תקווה,422,25,מועצה אזורית חבל מודיעין,142,1,1210,1210,1209,0,1949,310,2,1938865787,57,424,10002168,2021,Tirat Yehuda,
טירת כרמל,2100,TIRAT KARMEL,3,חיפה,31,חיפה,311,0,עירייה,223,1,26806,26630,24804,176,1949,160,,1976774079,44,355,10004710,2021,Tirat Karmel,310
טירת צבי,268,TIRAT ZEVI,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,,1,975,975,975,0,1937,330,3,2499570302,-219,202,10004568,2021,Tirat Zevi,214
טל-אל,1181,TAL-EL,2,הצפון,24,עכו,243,56,מועצה אזורית משגב,241,1,1216,1216,1174,0,1980,370,13,2170275899,115,205,15002143,2021,Tal-El,210
טל שחר,462,TAL SHAHAR,1,ירושלים,11,ירושלים,112,26,מועצה אזורית מטה יהודה,,1,1375,1375,1346,0,1948,310,1,1908863475,118,151,15000597,2021,Tal Shahar,
טללים,1177,TELALIM,6,הדרום,62,באר שבע,626,48,מועצה אזורית רמת נגב,,1,591,591,566,0,1980,330,15,1779654464,361,620,10001918,2021,Telalim,610
טלמון,3788,TALMON,7,אזור יהודה ושומרון,74,ראמאללה,,73,מועצה אזורית מטה בנימין,,1,5141,5141,5140,0,1989,190,,2128164953,560,711,10004054,2021,Talmon,710
טמרה,8900,TAMRA,2,הצפון,24,עכו,241,0,עירייה,241,2,35406,38,12,35368,,260,,2180675104,93,263,15002411,2021,Tamra,310
טמרה (יזרעאל),547,TAMRA (YIZRE'EL),2,הצפון,23,יזרעאל,233,8,מועצה אזורית הגלבוע,,2,1656,1,0,1655,,450,,2381772670,219,204,10004394,2021,Tamra (Yizre'el),213
טנא,3743,TENE,7,אזור יהודה ושומרון,77,חברון,,78,מועצה אזורית הר חברון,,1,964,964,949,0,1983,370,11,1959158706,554,715,15003512,2021,Tene,710
